epoch;rtt;cp
2016-10-18 01:56:44;177.503495;0
2016-10-18 02:00:44;177.40934;0
2016-10-18 02:04:43;177.548585;0
2016-10-18 02:08:43;177.54881;0
2016-10-18 02:12:43;177.445645;0
2016-10-18 02:16:44;177.59717;0
2016-10-18 02:20:44;177.560655;0
2016-10-18 02:24:43;177.508975;0
2016-10-18 02:28:43;177.5904;0
2016-10-18 02:32:44;177.50245;0
2016-10-18 02:36:43;177.814825;0
2016-10-18 02:40:41;177.50134;0
2016-10-18 02:44:44;177.54847;0
2016-10-18 02:48:44;177.495205;0
2016-10-18 02:52:44;177.656215;0
2016-10-18 02:56:42;177.56667;0
2016-10-18 03:00:44;177.470395;0
2016-10-18 03:04:42;177.47398;0
2016-10-18 03:08:42;177.5033;0
2016-10-18 03:12:43;177.567195;0
2016-10-18 03:16:43;177.500945;0
2016-10-18 03:20:43;177.63286;0
2016-10-18 03:24:43;177.542105;0
2016-10-18 03:28:44;177.623495;0
2016-10-18 03:32:44;177.84486;0
2016-10-18 03:36:41;177.5735;0
2016-10-18 03:40:44;177.49842;0
2016-10-18 03:44:42;177.65785;0
2016-10-18 03:48:43;177.59606;0
2016-10-18 03:52:43;177.692795;0
2016-10-18 03:56:43;177.629895;0
2016-10-18 04:00:44;177.769665;0
2016-10-18 04:04:44;177.551845;0
2016-10-18 04:08:41;177.53575;0
2016-10-18 04:12:41;177.7037;0
2016-10-18 04:16:43;177.596055;0
2016-10-18 04:20:42;177.77114;0
2016-10-18 04:24:43;177.86145;0
2016-10-18 04:28:42;177.63356;0
2016-10-18 04:32:43;177.514455;0
2016-10-18 04:36:43;177.81898;0
2016-10-18 04:40:41;177.605685;0
2016-10-18 04:44:43;177.645065;0
2016-10-18 04:48:41;177.563455;0
2016-10-18 04:52:42;177.530795;0
2016-10-18 04:56:41;177.763595;0
2016-10-18 05:00:44;177.655785;0
2016-10-18 05:04:41;177.585705;0
2016-10-18 05:08:43;177.705495;0
2016-10-18 05:12:43;177.552555;0
2016-10-18 05:16:41;177.69778;0
2016-10-18 05:20:43;177.457225;0
2016-10-18 05:24:41;177.62589;0
2016-10-18 05:28:44;177.54326;0
2016-10-18 05:32:41;177.73617;0
2016-10-18 05:36:42;177.7582;0
2016-10-18 05:40:43;177.62449;0
2016-10-18 05:44:42;177.53879;0
2016-10-18 05:48:44;177.41204;0
2016-10-18 05:52:42;177.652265;0
2016-10-18 05:56:43;177.611405;0
2016-10-18 06:00:44;177.71924;0
2016-10-18 06:04:41;177.828645;0
2016-10-18 06:08:43;177.563605;0
2016-10-18 06:12:43;177.575885;0
2016-10-18 06:16:43;177.69335;0
2016-10-18 06:20:44;177.59162;0
2016-10-18 06:24:44;177.61515;0
2016-10-18 06:28:43;177.60042;0
2016-10-18 06:32:44;177.54329;0
2016-10-18 06:36:42;177.63217;0
2016-10-18 06:40:43;177.599535;0
2016-10-18 06:44:42;177.7466;0
2016-10-18 06:48:41;177.467495;0
2016-10-18 06:52:43;177.60609;0
2016-10-18 06:56:42;177.596325;0
2016-10-18 07:00:41;177.65462;0
2016-10-18 07:04:44;177.649795;0
2016-10-18 07:08:41;177.770235;0
2016-10-18 07:12:42;177.52487;0
2016-10-18 07:16:43;177.45226;0
2016-10-18 07:20:44;177.48482;0
2016-10-18 07:24:43;177.511835;0
2016-10-18 07:28:43;177.435445;0
2016-10-18 07:32:42;177.663895;0
2016-10-18 07:36:44;177.49673;0
2016-10-18 07:40:43;177.52033;0
2016-10-18 07:44:43;177.607035;0
2016-10-18 07:48:43;177.59518;0
2016-10-18 07:52:41;177.57843;0
2016-10-18 07:56:44;177.50613;0
2016-10-18 08:00:43;177.513145;0
2016-10-18 08:04:44;177.645895;0
2016-10-18 08:08:41;177.79801;0
2016-10-18 08:12:42;178.016685;0
2016-10-18 08:16:44;177.56193;0
2016-10-18 08:20:44;177.577015;0
2016-10-18 08:24:42;177.763965;0
2016-10-18 08:28:43;177.436185;0
2016-10-18 08:32:43;177.5491;0
2016-10-18 08:36:44;177.577595;0
2016-10-18 08:40:41;177.79052;0
2016-10-18 08:44:44;177.57435;0
2016-10-18 08:48:43;177.67037;0
2016-10-18 08:52:44;177.572875;0
2016-10-18 08:56:44;177.633315;0
2016-10-18 09:00:42;177.57316;0
2016-10-18 09:04:43;177.57004;0
2016-10-18 09:08:41;177.63224;0
2016-10-18 09:12:42;177.462055;0
2016-10-18 09:16:43;177.49397;0
2016-10-18 09:20:43;177.51326;0
2016-10-18 09:24:43;177.880025;0
2016-10-18 09:28:41;177.36579;0
2016-10-18 09:32:44;177.54933;0
2016-10-18 09:36:43;177.44698;0
2016-10-18 09:40:43;177.599895;0
2016-10-18 09:44:42;177.582645;0
2016-10-18 09:48:43;177.45587;0
2016-10-18 09:52:41;177.539315;0
2016-10-18 09:56:44;177.37782;0
2016-10-18 10:00:41;177.562095;0
2016-10-18 10:04:44;177.78123;0
2016-10-18 10:08:43;177.454465;0
2016-10-18 10:12:44;177.49351;0
2016-10-18 10:16:41;177.81285;0
2016-10-18 10:20:41;177.45143;0
2016-10-18 10:24:43;177.749965;0
2016-10-18 10:28:41;177.592585;0
2016-10-18 10:32:42;177.587165;0
2016-10-18 10:36:43;177.61749;0
2016-10-18 10:40:42;177.5756;0
2016-10-18 10:44:44;177.424615;0
2016-10-18 10:48:41;177.506335;0
2016-10-18 10:52:43;177.782525;0
2016-10-18 10:56:44;177.473505;0
2016-10-18 11:00:42;177.542285;0
2016-10-18 11:04:42;177.50574;0
2016-10-18 11:08:41;177.556405;0
2016-10-18 11:12:42;177.62585;0
2016-10-18 11:16:42;177.65323;0
2016-10-18 11:20:41;177.669685;0
2016-10-18 11:24:42;177.44628;0
2016-10-18 11:28:41;177.76685;0
2016-10-18 11:32:43;177.466105;0
2016-10-18 11:36:43;177.490135;0
2016-10-18 11:40:43;177.66708;0
2016-10-18 11:44:43;177.44551;0
2016-10-18 11:48:43;177.589465;0
2016-10-18 11:52:41;177.38046;0
2016-10-18 11:56:41;177.574145;0
2016-10-18 12:00:41;177.43943;0
2016-10-18 12:04:41;177.477515;0
2016-10-18 12:08:43;177.451475;0
2016-10-18 12:12:44;177.44241;0
2016-10-18 12:16:42;177.40431;0
2016-10-18 12:20:44;177.667705;0
2016-10-18 12:24:43;177.535265;0
2016-10-18 12:28:44;177.48222;0
2016-10-18 12:32:42;177.753545;0
2016-10-18 12:36:43;-3;0
2016-10-18 12:40:42;177.544885;0
2016-10-18 12:44:42;177.39582;0
2016-10-18 12:48:44;177.40811;0
2016-10-18 12:52:44;177.538855;0
2016-10-18 12:56:43;177.41989;0
2016-10-18 13:00:42;177.43333;0
2016-10-18 13:04:41;177.492325;0
2016-10-18 13:08:41;177.491465;0
2016-10-18 13:12:41;177.481495;0
2016-10-18 13:16:43;177.381935;0
2016-10-18 13:20:43;177.512145;0
2016-10-18 13:24:43;177.51654;0
2016-10-18 13:28:42;177.45382;0
2016-10-18 13:32:41;177.591445;0
2016-10-18 13:36:41;177.525475;0
2016-10-18 13:40:43;177.52984;0
2016-10-18 13:44:42;177.407485;0
2016-10-18 13:48:42;177.555185;0
2016-10-18 13:52:43;177.543445;0
2016-10-18 13:56:43;177.44126;0
2016-10-18 14:00:44;177.44532;0
2016-10-18 14:04:44;177.462615;0
2016-10-18 14:08:44;177.53517;0
2016-10-18 14:12:42;177.699245;0
2016-10-18 14:16:41;177.401005;0
2016-10-18 14:20:41;177.54997;0
2016-10-18 14:24:42;177.72159;0
2016-10-18 14:28:42;177.597895;0
2016-10-18 14:32:42;177.51189;0
2016-10-18 14:36:44;177.485505;0
2016-10-18 14:40:44;177.58571;0
2016-10-18 14:44:44;177.55225;0
2016-10-18 14:48:44;177.72329;0
2016-10-18 14:52:44;180.15686;0
2016-10-18 14:56:44;177.54164;0
2016-10-18 15:00:41;177.63356;0
2016-10-18 15:04:43;177.681555;0
2016-10-18 15:08:44;177.64112;0
2016-10-18 15:12:42;177.547555;0
2016-10-18 15:16:43;177.528285;0
2016-10-18 15:20:43;177.46828;0
2016-10-18 15:24:42;177.583755;0
2016-10-18 15:28:42;177.54225;0
2016-10-18 15:32:41;177.594445;0
2016-10-18 15:36:43;177.555715;0
2016-10-18 15:40:42;177.490235;0
2016-10-18 15:44:41;177.7114;0
2016-10-18 15:48:43;177.89192;0
2016-10-18 15:52:42;177.574265;0
2016-10-18 15:56:44;177.427915;0
2016-10-18 16:00:43;177.55771;0
2016-10-18 16:04:42;177.66302;0
2016-10-18 16:08:41;177.614155;0
2016-10-18 16:12:41;177.52769;0
2016-10-18 16:16:43;177.462115;0
2016-10-18 16:20:44;177.429345;0
2016-10-18 16:24:44;177.429605;0
2016-10-18 16:28:43;177.674405;0
2016-10-18 16:32:43;177.56077;0
2016-10-18 16:36:43;177.53203;0
2016-10-18 16:40:43;177.542515;0
2016-10-18 16:44:42;177.42615;0
2016-10-18 16:48:43;177.484755;0
2016-10-18 16:52:41;177.74661;0
2016-10-18 16:56:43;177.74447;0
2016-10-18 17:00:42;177.55652;0
2016-10-18 17:04:44;177.843345;0
2016-10-18 17:08:42;177.520135;0
2016-10-18 17:12:44;177.85466;0
2016-10-18 17:16:42;177.673405;0
2016-10-18 17:20:41;177.639325;0
2016-10-18 17:24:41;177.70749;0
2016-10-18 17:28:44;177.668775;0
2016-10-18 17:32:42;177.652465;0
2016-10-18 17:36:44;177.70845;0
2016-10-18 17:40:43;177.71036;0
2016-10-18 17:44:44;177.83886;0
2016-10-18 17:48:42;178.105785;0
2016-10-18 17:52:44;177.63494;0
2016-10-18 17:56:43;177.663215;0
2016-10-18 18:00:42;177.56338;0
2016-10-18 18:04:44;177.569595;0
2016-10-18 18:08:42;177.6057;0
2016-10-18 18:12:42;177.65104;0
2016-10-18 18:16:43;177.67232;0
2016-10-18 18:20:42;177.8722;0
2016-10-18 18:24:41;177.710815;0
2016-10-18 18:28:43;177.59055;0
2016-10-18 18:32:41;177.794845;0
2016-10-18 18:36:44;177.726915;0
2016-10-18 18:40:43;177.6139;0
2016-10-18 18:44:44;177.632225;0
2016-10-18 18:48:43;177.62987;0
2016-10-18 18:52:44;177.56827;0
2016-10-18 18:56:41;177.54728;0
2016-10-18 19:00:41;177.873875;0
2016-10-18 19:04:42;177.647915;0
2016-10-18 19:08:41;177.70513;0
2016-10-18 19:12:43;177.772885;0
2016-10-18 19:16:44;177.64282;0
2016-10-18 19:20:42;177.703565;0
2016-10-18 19:24:44;177.781155;0
2016-10-18 19:28:43;177.67938;0
2016-10-18 19:32:44;177.82678;0
2016-10-18 19:36:43;177.979165;0
2016-10-18 19:40:43;177.70055;0
2016-10-18 19:44:43;177.74427;0
2016-10-18 19:48:44;177.69405;0
2016-10-18 19:52:44;177.858195;0
2016-10-18 19:56:44;177.81983;0
2016-10-18 20:00:42;177.850195;0
2016-10-18 20:04:42;177.62675;0
2016-10-18 20:08:41;178.40923;0
2016-10-18 20:12:41;178.98759;0
2016-10-18 20:16:44;177.821575;0
2016-10-18 20:20:43;177.972395;0
2016-10-18 20:24:43;177.79366;0
2016-10-18 20:28:44;177.57029;0
2016-10-18 20:32:44;177.57963;0
2016-10-18 20:36:43;177.74004;0
2016-10-18 20:40:44;177.729705;0
2016-10-18 20:44:42;177.845255;0
2016-10-18 20:48:41;177.696;0
2016-10-18 20:52:43;177.75283;0
2016-10-18 20:56:43;177.677845;0
2016-10-18 21:00:41;177.657545;0
2016-10-18 21:04:44;177.71034;0
2016-10-18 21:08:42;177.94069;0
2016-10-18 21:12:43;177.67109;0
2016-10-18 21:16:44;177.76797;0
2016-10-18 21:20:44;177.89628;0
2016-10-18 21:24:44;177.6706;0
2016-10-18 21:28:42;177.672705;0
2016-10-18 21:32:43;177.539625;0
2016-10-18 21:36:41;177.498805;0
2016-10-18 21:40:44;177.707655;0
2016-10-18 21:44:42;177.703085;0
2016-10-18 21:48:43;177.706835;0
2016-10-18 21:52:44;177.62791;0
2016-10-18 21:56:43;177.53882;0
2016-10-18 22:00:42;177.714675;0
2016-10-18 22:04:44;177.69512;0
2016-10-18 22:08:42;177.54195;0
2016-10-18 22:12:42;177.759635;0
2016-10-18 22:16:44;177.69187;0
2016-10-18 22:20:42;177.53792;0
2016-10-18 22:24:44;177.794735;0
2016-10-18 22:28:42;177.74414;0
2016-10-18 22:32:42;177.68844;0
2016-10-18 22:36:44;177.71129;0
2016-10-18 22:40:44;177.575815;0
2016-10-18 22:44:42;177.522905;0
2016-10-18 22:48:42;177.602185;0
2016-10-18 22:52:41;177.79829;0
2016-10-18 22:56:41;179.17036;0
2016-10-18 23:00:43;177.58881;0
2016-10-18 23:04:42;177.49121;0
2016-10-18 23:08:43;177.505155;0
2016-10-18 23:12:43;177.72337;0
2016-10-18 23:16:41;177.76995;0
2016-10-18 23:20:44;177.572005;0
2016-10-18 23:24:44;177.757515;0
2016-10-18 23:28:41;177.555175;0
2016-10-18 23:32:41;177.693955;0
2016-10-18 23:36:43;177.543965;0
2016-10-18 23:40:42;177.65524;0
2016-10-18 23:44:42;177.707125;0
2016-10-18 23:48:44;177.77783;0
2016-10-18 23:52:44;177.688445;0
2016-10-18 23:56:42;177.694825;0
2016-10-19 00:00:41;177.779125;0
2016-10-19 00:04:42;177.74902;0
2016-10-19 00:08:44;177.90032;0
2016-10-19 00:12:42;177.57314;0
2016-10-19 00:16:43;177.786565;0
2016-10-19 00:20:44;177.58452;0
2016-10-19 00:24:44;177.75975;0
2016-10-19 00:28:42;177.738265;0
2016-10-19 00:32:42;177.861195;0
2016-10-19 00:36:42;177.708875;0
2016-10-19 00:40:44;177.64614;0
2016-10-19 00:44:41;177.68572;0
2016-10-19 00:48:41;177.66123;0
2016-10-19 00:52:44;177.735865;0
2016-10-19 00:56:42;177.62727;0
2016-10-19 01:00:41;177.729985;0
2016-10-19 01:04:42;177.609515;0
2016-10-19 01:08:42;177.618595;0
2016-10-19 01:12:42;177.73023;0
2016-10-19 01:16:43;177.715305;0
2016-10-19 01:20:44;177.88595;0
2016-10-19 01:24:44;177.724645;0
2016-10-19 01:28:42;177.629965;0
2016-10-19 01:32:42;177.705805;0
2016-10-19 01:36:41;178.43989;0
2016-10-19 01:40:44;177.60081;0
2016-10-19 01:44:44;177.75049;0
2016-10-19 01:48:41;177.62239;0
2016-10-19 01:52:41;177.700505;0
2016-10-19 01:56:43;177.68558;0
2016-10-19 02:00:42;177.780585;0
2016-10-19 02:04:41;177.80442;0
2016-10-19 02:08:41;177.687085;0
2016-10-19 02:12:43;177.64439;0
2016-10-19 02:16:42;177.667665;0
2016-10-19 02:20:43;177.777305;0
2016-10-19 02:24:41;177.67903;0
2016-10-19 02:28:43;177.59626;0
2016-10-19 02:32:44;177.63999;0
2016-10-19 02:36:42;177.618635;0
2016-10-19 02:40:42;177.80666;0
2016-10-19 02:44:42;177.89469;0
2016-10-19 02:48:42;177.6117;0
2016-10-19 02:52:41;177.7129;0
2016-10-19 02:56:41;177.643375;0
2016-10-19 03:00:42;177.751175;0
2016-10-19 03:04:43;177.976425;0
2016-10-19 03:08:44;177.6548;0
2016-10-19 03:12:44;177.62843;0
2016-10-19 03:16:41;177.608215;0
2016-10-19 03:20:41;177.836;0
2016-10-19 03:24:41;177.81348;0
2016-10-19 03:28:43;177.554475;0
2016-10-19 03:32:41;177.71076;0
2016-10-19 03:36:41;177.62737;0
2016-10-19 03:40:41;177.619765;0
2016-10-19 03:44:43;177.52033;0
2016-10-19 03:48:42;177.60339;0
2016-10-19 03:52:43;177.841855;0
2016-10-19 03:56:42;177.73181;0
2016-10-19 04:00:41;177.796735;0
2016-10-19 04:04:43;177.814025;0
2016-10-19 04:08:43;177.555655;0
2016-10-19 04:12:44;178.001605;0
2016-10-19 04:16:44;177.774145;0
2016-10-19 04:20:41;177.611275;0
2016-10-19 04:24:44;177.75995;0
2016-10-19 04:28:42;177.57492;0
2016-10-19 04:32:42;177.701555;0
2016-10-19 04:36:43;177.80436;0
2016-10-19 04:40:41;177.971115;0
2016-10-19 04:44:43;177.95468;0
2016-10-19 04:48:43;177.795875;0
2016-10-19 04:52:43;177.736695;0
2016-10-19 04:56:41;177.712515;0
2016-10-19 05:00:41;177.820865;0
2016-10-19 05:04:42;177.65985;0
2016-10-19 05:08:44;177.71637;0
2016-10-19 05:12:44;177.649955;0
2016-10-19 05:16:41;177.731475;0
2016-10-19 05:20:44;177.74246;0
2016-10-19 05:24:43;177.685735;0
2016-10-19 05:28:44;177.6934;0
2016-10-19 05:32:44;177.822965;0
2016-10-19 05:36:44;177.78189;0
2016-10-19 05:40:42;177.62157;0
2016-10-19 05:44:43;179.809945;0
2016-10-19 05:48:42;177.876205;0
2016-10-19 05:52:44;177.57434;0
2016-10-19 05:56:41;177.788365;0
2016-10-19 06:00:43;177.927725;0
2016-10-19 06:04:42;177.77472;0
2016-10-19 06:08:44;177.7712;0
2016-10-19 06:12:41;177.826375;0
2016-10-19 06:16:42;177.741015;0
2016-10-19 06:20:43;177.807285;0
2016-10-19 06:24:41;177.73203;0
2016-10-19 06:28:44;177.891775;0
2016-10-19 06:32:42;177.730705;0
2016-10-19 06:36:42;177.808505;0
2016-10-19 06:40:41;177.702075;0
2016-10-19 06:44:41;177.559595;0
2016-10-19 06:48:42;177.80516;0
2016-10-19 06:52:41;177.636955;0
2016-10-19 06:56:43;177.69875;0
2016-10-19 07:00:44;177.590885;0
2016-10-19 07:04:42;177.798635;0
2016-10-19 07:08:42;177.662455;0
2016-10-19 07:12:43;177.714625;0
2016-10-19 07:16:43;177.72647;0
2016-10-19 07:20:41;177.638335;0
2016-10-19 07:24:41;177.58704;0
2016-10-19 07:28:44;177.793255;0
2016-10-19 07:32:44;177.815025;0
2016-10-19 07:36:44;177.821505;0
2016-10-19 07:40:44;177.74665;0
2016-10-19 07:44:41;177.67816;0
2016-10-19 07:48:41;177.51422;0
2016-10-19 07:52:42;177.93246;0
2016-10-19 07:56:44;177.862625;0
2016-10-19 08:00:44;177.681375;0
2016-10-19 08:04:41;177.71365;0
2016-10-19 08:08:41;177.73983;0
2016-10-19 08:12:44;177.86859;0
2016-10-19 08:16:41;177.68664;0
2016-10-19 08:20:44;177.56734;0
2016-10-19 08:24:43;177.64021;0
2016-10-19 08:28:43;177.886145;0
2016-10-19 08:32:43;177.675395;0
2016-10-19 08:36:44;177.67185;0
2016-10-19 08:40:44;177.670405;0
2016-10-19 08:44:41;177.88054;0
2016-10-19 08:48:44;177.61397;0
2016-10-19 08:52:41;177.736745;0
2016-10-19 08:56:43;177.697565;0
2016-10-19 09:00:44;177.66592;0
2016-10-19 09:04:44;177.685925;0
2016-10-19 09:08:42;177.5426;0
2016-10-19 09:12:43;177.68103;0
2016-10-19 09:16:41;177.89588;0
2016-10-19 09:20:42;177.71675;0
2016-10-19 09:24:43;177.8022;0
2016-10-19 09:28:43;177.712215;0
2016-10-19 09:32:42;177.573535;0
2016-10-19 09:36:43;177.718785;0
2016-10-19 09:40:44;177.686825;0
2016-10-19 09:44:42;177.599895;0
2016-10-19 09:48:42;177.54338;0
2016-10-19 09:52:42;177.641415;0
2016-10-19 09:56:44;177.707385;0
2016-10-19 10:00:42;177.732985;0
2016-10-19 10:04:42;180.4632;0
2016-10-19 10:08:44;177.874215;0
2016-10-19 10:12:44;177.70728;0
2016-10-19 10:16:43;177.613985;0
2016-10-19 10:20:43;177.564975;0
2016-10-19 10:24:44;177.71086;0
2016-10-19 10:28:42;177.65872;0
2016-10-19 10:32:43;177.627185;0
2016-10-19 10:36:44;177.59716;0
2016-10-19 10:40:41;177.599265;0
2016-10-19 10:44:44;177.856615;0
2016-10-19 10:48:44;177.664165;0
2016-10-19 10:52:44;177.79926;0
2016-10-19 10:56:41;177.73125;0
2016-10-19 11:00:42;177.63435;0
2016-10-19 11:04:43;177.701075;0
2016-10-19 11:08:43;177.75551;0
2016-10-19 11:12:42;177.674155;0
2016-10-19 11:16:42;177.60253;0
2016-10-19 11:20:42;177.582575;0
2016-10-19 11:24:43;177.73855;0
2016-10-19 11:28:43;177.60141;0
2016-10-19 11:32:41;177.68232;0
2016-10-19 11:36:41;177.715985;0
2016-10-19 11:40:44;177.67925;0
2016-10-19 11:44:43;177.54938;0
2016-10-19 11:48:42;177.53437;0
2016-10-19 11:52:42;177.683595;0
2016-10-19 11:56:43;177.61987;0
2016-10-19 12:00:44;177.8271;0
2016-10-19 12:04:43;177.59849;0
2016-10-19 12:08:41;177.69192;0
2016-10-19 12:12:41;177.599015;0
2016-10-19 12:16:42;177.53327;0
2016-10-19 12:20:43;177.645945;0
2016-10-19 12:24:42;177.51589;0
2016-10-19 12:28:44;177.56602;0
2016-10-19 12:32:44;177.57495;0
2016-10-19 12:36:44;177.594605;0
2016-10-19 12:40:41;177.46141;0
2016-10-19 12:44:42;177.654225;0
2016-10-19 12:48:43;177.788365;0
2016-10-19 12:52:43;177.485315;0
2016-10-19 12:56:41;177.55526;0
2016-10-19 13:00:40;177.68968;0
2016-10-19 13:04:42;177.80847;0
2016-10-19 13:08:41;177.675955;0
2016-10-19 13:12:41;177.593965;0
2016-10-19 13:16:44;177.6548;0
2016-10-19 13:20:44;177.63017;0
2016-10-19 13:24:43;177.576955;0
2016-10-19 13:28:42;177.56973;0
2016-10-19 13:32:41;177.705255;0
2016-10-19 13:36:42;177.647015;0
2016-10-19 13:40:42;177.58027;0
2016-10-19 13:44:42;177.56301;0
2016-10-19 13:48:43;177.56469;0
2016-10-19 13:52:41;177.55269;0
2016-10-19 13:56:43;177.479015;0
2016-10-19 14:00:43;177.577795;0
2016-10-19 14:04:43;177.632855;0
2016-10-19 14:08:44;177.53343;0
2016-10-19 14:12:42;177.62641;0
2016-10-19 14:16:43;177.748095;0
2016-10-19 14:20:41;177.731235;0
2016-10-19 14:24:41;177.6491;0
2016-10-19 14:28:43;177.619205;0
